event_date,season,event_id_cnty,event_date,year,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,country,admin1,admin2,admin3,location,latitude,longitude,source,notes,fatalities
11/23/2021,rainy,KEN7923,11/23/2021,2021,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Elgeyo Marakwet,Marakwet East,Endo,Tot,1.2,35.65,Daily Nation (Kenya),"On 23 November 2021, over 40 heavily armed suspected Pokot militia attacked pastoralists in Kaptora area near Tot town (Marakwet East, Elgeyo Marakwet). There were no causalities. Over 43 animals were stolen.",0
11/19/2021,rainy,KEN7918,11/19/2021,2021,Violence against civilians,Abduction/forced disappearance,Police Forces of Kenya (2013-),,1,Civilians (Ethiopia),Labour Group (Ethiopia); Tigray Ethnic Group (Ethiopia),Kenya,Nairobi,Dagoretti North,Kileleshwa,Kileleshwa,-1.2785,36.7848,Citizen (Kenya); Star (Kenya),"On 19 November 2021, plain clothed police officers abducted an Ethiopian businessman from the Tigray ethnic group in Kileleshwa (Dagoretti North, Nairobi). The businessman was stopped by a traffic police officer and later removed by other men in civilian clothes.",0
11/19/2021,rainy,KEN7919,11/19/2021,2021,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,4,Civilians (Kenya),Unidentified Ethnic Group (Kenya),Kenya,Marsabit,Saku,Marsabit Central,Marsabit,2.333,37.983,Daily Nation (Kenya),"On 19 November 2021, armed men, riding motorcycles, attacked a civilian home in Kiwanja Ndege area in Marsabit town (Saku, Marsabit). Three people were injured. The incident is related to inter-ethnic violence happening in the area.",0
11/19/2021,rainy,KEN7920,11/19/2021,2021,Violence against civilians,Abduction/forced disappearance,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Labour Group (Kenya),Kenya,Marsabit,Moyale,Butiye,Moyale,3.5094,39.0528,Daily Nation (Kenya),"On 19 November 2021, a suspected plain cloth police officer abducted a businessman in Moyale town (Moyale, Marsabit).",0
11/19/2021,rainy,KEN7921,11/19/2021,2021,Violence against civilians,Sexual violence,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Women (Kenya); Muslim Group (Kenya); Prisoners (Kenya),Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,Daily Nation (Kenya),"On 19 November 2021, police officers arrested a group of women after prayers at the mosque and took them to the police station in Nairobi (Starehe, Nairobi). The women was forced to strip naked and was then assaulted with stinging nettles and had to undergo invasive body searches and were later released. One women was found dead after being released. ",1
11/16/2021,rainy,KEN7915,11/16/2021,2021,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,4,Civilians (Kenya),Unidentified Ethnic Group (Kenya); Labour Group (Kenya),Kenya,Marsabit,Saku,Sagante,Gof Choba,2.4114,38.0297,Daily Nation (Kenya),"On 16 November 2021, unidentified gunmen ambushed a vehicle en route to Buluk and Dukana, near Gof Choba village (Saku, Marsabit). One person who was working for Safaricom was killed and two others were injured. The attack is believed to have been a retaliation for an earlier incident where members from Borana militia attacked civilians from the Burji clan near Marsabit town on 4 November (coded separately).",1
11/16/2021,rainy,KEN7916,11/16/2021,2021,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Labour Group (Kenya),Kenya,Migori,Nyatike,Macalder,Macalder,-0.9689,34.2915,Star (Kenya),"On 16 November 2021, unidentified gunmen abducted a loan officer who was out collecting loan repayment money from traders in Macalder (Nyatike, Migori).",0
11/08/2021,rainy,KEN7907,11/08/2021,2021,Violence against civilians,Attack,Borana Ethnic Militia (Kenya),,4,Civilians (Kenya),Gabra Ethnic Group (Kenya),Kenya,Marsabit,Saku,Marsabit Central,Marsabit,2.333,37.983,Daily Nation (Kenya),"On 8 November 2021, members from Borana militia shot and killed a civilian from the Gabra ethnic group who was a former spy at Kiwanja Ndege in Marsabit town (Saku, Marsabit). This was due to retaliation for previous killings. Violence escalated between the Burji, Gabra and Borana communities.",1
11/04/2021,rainy,KEN7894,11/04/2021,2021,Violence against civilians,Attack,Borana Ethnic Militia (Kenya),,4,Civilians (Kenya),Burji Ethnic Group (Kenya),Kenya,Marsabit,Saku,Marsabit Central,Marsabit,2.333,37.983,Daily Nation (Kenya); Star (Kenya),"On 4 November 2021, members from Borana militia attacked civilians from the Burji clan travelling in a lorry along Marsabit -Badasa, near Marsabit town (Saku, Marsabit). Six people were killed and 11 others injured. The motive of the attack is unknown/not reported.",6
10/28/2021,rainy,KEN7902,10/28/2021,2021,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Women (Kenya); Labour Group (Kenya),Kenya,Nairobi,Westlands,Parklands,Westlands,-1.2682,36.8091,Daily Nation (Kenya),"On 28 October 2021, unidentified gunmen abducted the former Westlands Member of Parliament's sister-in-law and her driver in Muthaiga area in Westlands (Westlands, Nairobi). The victims were ambushed outside the house of the former Westlands member of parliament. [women targeted: relatives of targeted groups or persons]",0
10/28/2021,rainy,KEN7901,10/28/2021,2021,Violence against civilians,Abduction/forced disappearance,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Lawyers (Kenya); Former Al Shabaab,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,Star (Kenya); Daily Nation (Kenya); Capital FM,"On 28 October 2021, police officers, in civilian clothes, abducted three people, including a lawyer, his client who was released after spending 10 years in prison on terror-related charges and for being part of the Al Shabaab, and the former prisoner's cousin in Nairobi (Starehe, Nairobi). The lawyer was later released on 8 November 2021.",0
10/27/2021,rainy,KEN8250,10/27/2021,2021,Violence against civilians,Attack,Toposa Ethnic Militia (South Sudan),,4,Civilians (Kenya),Turkana Ethnic Group (Kenya); Pastoralists (Kenya),Kenya,Turkana,Turkana West,Nanaam,Mogila,4.4855,34.3675,Kenya Standard,"Around 27 October 2021 (as reported), Toposa militants from South Sudan attacked Turkana pastoralists at Kaamuny Napas in Mogila (Turkana West, Turkana county). One herder was killed and two others injured as the attackers made away with unknown number of cattle.",1
10/15/2021,rainy,KEN7877,10/15/2021,2021,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Labour Group (Kenya),Kenya,Elgeyo Marakwet,Marakwet East,Endo,Kapkobil,1.1825,35.6525,Kenya Standard,"On 15 October 2021, an unidentified armed group shot and killed an agricultural extension officer along Tot-Chesongoch road in Kapkobil village (Marakwet East, Elgeyo Marakwet). The motive for the killing is unknown.",1
10/15/2021,rainy,KEN7876,10/15/2021,2021,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Farmers (Kenya),Kenya,Elgeyo Marakwet,Marakwet East,Endo,Kaben,1.2899,35.6266,Star (Kenya),"On 15 October 2021, an unidentified armed group shot and killed three people, a woman and her two children, harvesting their millet farm in Kaben village (Marakwet East, Elgeyo Marakwet). The motive for the killing is unknown.",3
10/14/2021,rainy,KEN7875,10/14/2021,2021,Violence against civilians,Abduction/forced disappearance,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Muslim Group (Kenya),Kenya,Mombasa,Mvita,Tononoka,Majengo,-4.0486,39.6706,Star (Kenya),"On 14 October 2021, about seven suspected police officers abducted a young man coming from a mosque in Majengo village (Mvita, Mombasa).",0
10/10/2021,rainy,KEN7870,10/10/2021,2021,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Fishermen (Kenya); Pastoralists (Kenya),Kenya,Laikipia,Laikipia North,Segera,Laikipia,0.4167,36.75,Star (Kenya),"On 10 October 2021, suspected Pokot militia shot and killed three people and injured another while fishing at a dam in Mbogoini near Laikipia (Laikipia West, Laikipia). The group also stole 32 cows.",3
10/05/2021,rainy,KEN7869,10/05/2021,2021,Violence against civilians,Attack,Samburu Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Samburu,Samburu Central,Porro,Poro,1.2061,36.5629,Kenya Standard,"On 5 October 2021, seven armed Samburu ethnic militia shot and killed a father and his son near market in Poro village (Samburu Central, Samburu) and stole an unknown number of goats.",2
10/02/2021,rainy,KEN7868,10/02/2021,2021,Violence against civilians,Attack,Unidentified Clan Militia (Kenya),,4,Civilians (Kenya),Unidentified Clan Group (Kenya); Labour Group (Kenya),Kenya,Wajir,Wajir East,Township,Wajir,1.75,40.06,Wajir Community Radio,"On 2 October 2021, unidentified gunmen shot and killed an old man who was a watchman at a building in Wajir town (Wajir East, Wajir). The motive of the killing is believed to be clan revenge.",1
09/29/2021,dry,KEN8281,09/29/2021,2021,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),Miners (Kenya); Civilians (Tanzania); Miners (Tanzania),Kenya,Kakamega,Ikolomani,Idakho Central,Bushiangala,0.1833,34.6833,Kenya Standard,"On 29 September 2021, unidentified militia attacked a gold mining site in Isulu village, Bushiangala (Ikolomani, Kakamega county), killing a Tanzanian miner and injuring five other local miners. It is alleged that outsiders had dominated gold mining activities in the area at the expense of residents.",1
09/28/2021,dry,KEN7864,09/28/2021,2021,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Trans Nzoia,Kiminini,Kiminini,Kiminini,0.8931,34.9241,Kenya Standard,"On 28 September 2021, three police officers from the Big Tree police assaulted two men in Kiminini town (Kiminini, Trans Nzoia). One of the men succumbed to his injuries. The three officers were arrested.",1
09/27/2021,dry,KEN7862,09/27/2021,2021,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Former Government of Kenya (2013-),Kenya,Trans Nzoia,Cherangany,Cherangany,Cherangani,0.9833,35.2167,Kenya Standard,"On 27 September 2021, police officers from the Kapcherop police station shot and injured a former member of county assembly (MCA) after he refused to wear a face mask as per the coronavirus regulations at the Kapsigilai center in Cherangani town (Cherangany, Trans Nzoia).",0
09/26/2021,dry,KEN7860,09/26/2021,2021,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Marsabit,Laisamis,Loiyangalani,Arapal,2.787,37.0079,Daily Nation (Kenya),"On 26 September 2021, unidentified gunmen shot and killed two people in Arapal village (Laisamis, Marsabit)",2
09/24/2021,dry,KEN7857,09/24/2021,2021,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Taxi Drivers (Kenya),Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,Kenya Standard,"On 24 September 2021, police officers shot and killed a boda boda driver for riding on the wrong side of Kirinyaga road in Nairobi city (Starehe, Nairobi). The police officer stopped the driver and demanded a bribe before shooting the driver.",1
09/23/2021,dry,KEN7852,09/23/2021,2021,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Uasin Gishu,Soy,Kapkures,Lamaiywet,0.8343,35.156,Citizen (Kenya),"On 23 September 2021, suspected Pokot militia killed two pastoralists and raided several villages stealing over a thousand heads of cattle from pastoralists near Lamaiywet village (Soy, Uasin Gishu).",2
09/23/2021,dry,KEN7853,09/23/2021,2021,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Laikipia,Laikipia West,Ol-moran,Ol-moran,0.5368,36.488,Citizen (Kenya),"On 23 September 2021, suspected Pokot militia shot and killed a civilian pastoralist in Ol-moran village (Laikipia West, Laikipia). The group stole 30 cattle.",1
09/23/2021,dry,KEN7856,09/23/2021,2021,Violence against civilians,Attack,Samburu Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya); Borana Ethnic Group (Kenya),Kenya,Marsabit,Laisamis,Loiyangalani,Arapal,2.787,37.0079,Daily Nation (Kenya),"On 23 September 2021, suspected Samburu pastoralists attacked pastoralists from the Borana group near Arapal village (Laisamis, Marsabit). Two people were killed.",2
09/21/2021,dry,KEN7849,09/21/2021,2021,Violence against civilians,Attack,Borana Ethnic Militia (Kenya),,4,Civilians (Kenya),Gabra Ethnic Group (Kenya); Labour Group (Kenya),Kenya,Marsabit,Saku,Marsabit Central,Marsabit,2.333,37.983,Daily Nation (Kenya),"On 21 September 2021, members from Borana ethnic militia shot and killed an ethnic Gabra businessman at his shop in Marsabit town (Saku, Marsabit). The motive was due to retaliatory attack and clan revenge.",1
09/20/2021,dry,KEN7848,09/20/2021,2021,Violence against civilians,Attack,Gabra Ethnic Militia (Kenya),,4,Civilians (Kenya),Borana Ethnic Group (Kenya),Kenya,Marsabit,Saku,Karare,Kituruni,2.1764,37.9302,Daily Nation (Kenya),"On 20 September 2021, suspected Gabra ethnic militia shot and killed the Borana Peace Committee chairperson in Kituruni village (Saku, Marsabit). The motive was due to retaliatory attack and clan revenges.",1
09/20/2021,dry,KEN7847,09/20/2021,2021,Violence against civilians,Attack,Gabra Ethnic Militia (Kenya),,4,Civilians (Kenya),Borana Ethnic Group (Kenya); Taxi Drivers (Kenya),Kenya,Marsabit,North Horr,Dukana,Jaldesa,4.1935,37.0775,Daily Nation (Kenya),"On 20 September 2021, suspected Gabra ethnic militia shot and killed a boda boda rider from the Borana ethnic group at the Gabra scheme in Jaldesa town (North Horr, Marsabit). The motive was due to retaliatory attack and clan revenges.",1
09/15/2021,dry,KEN7845,09/15/2021,2021,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Kisumu,Kisumu West,Central Kisumu,Kogony,-0.0833,34.7167,The Star (Kenya),"On 15 September 2021, unidentified gunmen abducted a civilian from his home at the Kombedu area in Kogony town (Kisumu West, Kisumu). The victim was handling a sensitive matter concerning a grabbed market land within the area.",0
09/13/2021,dry,KEN7844,09/13/2021,2021,Violence against civilians,Abduction/forced disappearance,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Police Forces of Kenya (2013-),Kenya,Kiambu,Thika Town,Thika Township,Thika,-1.05,37.0833,Kenya Standard,"On 13 September 2021, suspected police officers abducted a man who was a sergeant police officer (assumed off-duty) near Delmonte area in Thika town (Thika Town, Kiambu). The victim was based at Laisamis police station in Marsabit county.",0
09/07/2021,dry,KEN7831,09/07/2021,2021,Violence against civilians,Attack,Samburu Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Borana Ethnic Group (Kenya); Pastoralists (Kenya),Kenya,Isiolo,Merti,Chari,Kom,1.0833,38.0333,Daily Nation (Kenya),"On 7 September 2021, Samburu pastoralist militia attacked civilian pastoralists (presumed from the Borana Ethnic Group) along the Isiolo-Samburu border at the Hare Dida area near Kom village (Merti, Isiolo). One person was killed and five others were injured.",1
08/29/2021,dry,KEN7778,08/29/2021,2021,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Marakwet Ethnic Group (Kenya),Kenya,West Pokot,Pokot Central,Lomut,Chesogon,1.3048,35.6245,Daily Nation (Kenya),"On 29 August 2021, suspected Pokot ethnic militia shot and killed three civilians from the Marakwet ethnic group from Lomut market, who were heading to Sokouto area at the Cheptulel area in Chesogon village (Pokot Central, West Pokot).",3
08/26/2021,dry,KEN7830,08/26/2021,2021,Violence against civilians,Abduction/forced disappearance,Al Shabaab,,2,Civilians (Kenya),Government of Kenya (2013-),Kenya,Mandera,Lafey,Lafey,Lafey,3.1508,41.1862,Star (Kenya),"On 26 August 2021, suspected Al Shabaab militants abducted Fino chief from his hotel in Lafey town (Mandera). The chief was later released on 2 March 2022",0
08/23/2021,dry,KEN7810,08/23/2021,2021,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Journalists (Kenya),Kenya,Turkana,Turkana Central,Lodwar Township,Lodwar,3.1191,35.5973,Daily Nation (Kenya),"On 23 August 2021, unidentified gunmen abducted a journalist in Kabarnet and dumped him in Lodwar town (Turkana Central, Turkana). He said the three introduced themselves as police officers from the DCI and asked him to accompany them to the police station for investigations into an unknown offence.",0
08/18/2021,dry,KEN7804,08/18/2021,2021,Violence against civilians,Abduction/forced disappearance,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Muslim Group (Kenya),Kenya,Mombasa,Mvita,Majengo,Mombasa,-4.0547,39.6636,Daily Nation (Kenya),"On 18 August 2021, suspected police officers from the Anti-Terror Police Unit (ATPU) abducted a man who was returning home from a mosque in Kuze, Old town in Mombasa town (Majengo, Mvita, Mombasa). The victim has an ongoing terrorism-related case at a court in Shanzu, Mombasa, that started in 2018.",0
