event_id_cnty,event_date,year,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,country,admin1,admin2,admin3,location,latitude,longitude,source,notes,fatalities
KEN7536,16-Sep-20,2020,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),Labour Group (Kenya),Kenya,Mandera,Lafey,Fino,Sheikh Barrow,3.5042,41.1934,The Star (Kenya),"On 16 September 2020, Al Shabaab militants attacked two traders on a motorbike along Fino-sheikh Barrow road (location coded to Sheikh Barrow, Lafey, Mandera). No fatalities and/or injuries reported.",0
KEN7532,13-Sep-20,2020,Violence against civilians,Attack,Unidentified Clan Militia (Kenya),,4,Civilians (Kenya),,Kenya,Nakuru,Molo,Mariashoni,Marashoni,-0.3574,35.8131,Daily Nation (Kenya),"On 13 September 2020, an unknown clan militia attacked people in Marashoni village (Molo, Nakuru). The attackers torched at least 10 houses, killing one and injuring seven others.",1
KEN7529,11-Sep-20,2020,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Kenya),Pastoralists (Kenya),Kenya,Turkana,Turkana North,Lakezone,Lowerangak,4.2667,35.8833,Daily Nation (Kenya),"On 11 September 2020, armed raiders from Ethiopia ambushed a group of herders at River Nakuwa near Lowerangak location (Turkana North, Turkana). Four Pastoralists were killed in the attack.",4
KEN7525,10-Sep-20,2020,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),,4,Civilians (Kenya),Marakwet Ethnic Group (Kenya); Pastoralists (Kenya),Kenya,Elgeyo Marakwet,Marakwet East,Embobut,Kipchumwa,1.2693,35.5557,Daily Nation (Kenya),"On 10 September 2020, a Pokot ethnic militia attack and raided Marakwet pastoralists in Kipchumwa location (Marakwet East, Elgeyo-Marakwet) following an earlier raid by Marakwet pastoralists in Chepkokou, coded separately. One person was killed.",1
KEN7524,10-Sep-20,2020,Violence against civilians,Attack,Marakwet Ethnic Militia (Kenya),,4,Civilians (Kenya),Pokot Ethnic Group (Kenya); Pastoralists (Kenya),Kenya,West Pokot,West Pokot,Kapenguria,Kapenguria,1.2333,35.1167,Daily Nation (Kenya),"On 10 September 2020, a Marakwet militia attacked pastoralists in Chepkokou location near Kapenguria town (Kapenguria, West Pokot). Five civilians were killed. The attack was related to ongoing retaliation between the Marakwets and the Pokots.",5
KEN7518,2-Sep-20,2020,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Lawyers (Kenya),Kenya,Meru,Igembe South,Maua,Maua,0.2321,37.9405,Kenya Standard,"On 2 September 2020, two gunmen on a motorcycle shot and injured a prominent lawyer in Maua town (Igembe South, Meru).",0
KEN7507,18-Aug-20,2020,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Journalists (Kenya),Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,iFreedoms Kenya,"On 18 August 2020, two online journalists were detained and attacked by police after they were reportedly lured to a hotel in Upper Hill, Nairobi (Starehe, Nairobi). The journalists had been working on a report on alleged corruption at Kenya Rural Roads Authority (KURA) and were taken to four different police stations.",0
KEN7488,9-Aug-20,2020,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Lamu,Lamu West,Hindi,Hindi,-2.1749,40.8199,Media Max Network,"On 9 August 2020, police fatally shot a man in Kwasasi village in Lumu West (Hindi, Lamu West, Lamu). Police went to the man's house after a tip off that he was part of the group that injured a police officer with a panga.",1
KEN7485,1-Aug-20,2020,Violence against civilians,Attack,Kathuma Communal Militia (Kenya),,4,Civilians (Kenya),,Kenya,Machakos,Machakos,Township,Machakos,-1.5167,37.2667,Star (Kenya),"On 1 August 2020, a group of people, armed with crude weapons fatally assaulted a woman and seriously injured her husband over a land dispute in Kathuma village, Machakos county (Machakos Town, Machakos).",1
KEN7474,30-Jul-20,2020,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),,Kenya,Nakuru,Molo,Mariashoni,Ndoswa,-0.3333,35.8667,Daily Nation (Kenya),"On 30 July 2020, two people, including a a Nyumba Kumi member, were injured with arrows when they were attacked by 10 youth in Ndoswa (Molo, Nakuru). The attack is suspected to be related to a land dispute and the recent evictions overseen by the Kenya Forest Service in Marioshoni area. One fatality reported.",1
KEN7475,28-Jul-20,2020,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Government of Kenya (2013-); Women (Kenya),Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,Citizen (Kenya),"On 28 July 2020, the MCA for Mlango Kubwa was hospitalised after being assaulted by police officers in Nairobi (Starehe, Nairobi), after she and other MCAs attempted to serve the speaker an impeachment. [women targeted: politicians]",0
KEN7471,27-Jul-20,2020,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Narok,Narok North,Olokurto,Olpusimoru,-0.6581,35.7328,The Star (Kenya),"On 27 July 2020, suspected cattle raiders shot and injured a teenager from another ethnic group herding livestock in the Olmariko area near Olpusimoru in Narok North subcounty.",0
KEN7462,19-Jul-20,2020,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Samburu,Samburu North,Nachola,Marti,1.4771,36.7236,Citizen (Kenya),"Around 19 July 2020 (as reported), an armed group of another community attacked and killed a young herder boy in Marti (Samburu North, Samburu) and stole a hundred goats and seventy cattle.",1
KEN7454,10-Jul-20,2020,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Baringo,Baringo Central,Kabarnet,Kabarnet,0.4919,35.743,Star (Kenya),"On 10 July 2020, armed cattle raiders attacked and injured a cattle herder in Nassoukro, near Kabarnet (Baringo Central, Baringo), and made off with over 100 head of cattle. The herder later died from his injuries.",1
KEN7453,9-Jul-20,2020,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Pastoralists (Kenya),Kenya,Narok,Narok West,Naikarra,Olposimoru,-1.8167,35.5,Kenya Standard,"Around 9 July 2020 (as reported), the bodies of two teenagers who went missing after herding livestock were found dead with arrows in the corpses in the Maasai Mau forest near Olposimoru (Narok South, Narok).",2
KEN7444,7-Jul-20,2020,Violence against civilians,Abduction/forced disappearance,Al Shabaab,,2,Civilians (Kenya),,Kenya,Wajir,Wajir East,Township,Wajir,1.75,40.06,AP; Kenya Standard,"On 7 July 2020, suspected Al Shabaab members hijacked and kidnapped 8 people in the Dabacity area near Wajir (Wajir East, Wajir). Police recovered the vehicle. No casualties and/or fatalities reported.",0
KEN7439,5-Jul-20,2020,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Street Traders (Kenya),Kenya,Kisii,Nyaribari Chache,Kisii Central,Kisii,-0.6833,34.7667,Kenya Standard,"Around 5 July 2020, police fatally shot a man selling hand sanitizers during the national coronavirus curfew in Rioma near Kisii (Nyaribari Chache, Kisii).",1
KEN7452,5-Jul-20,2020,Violence against civilians,Attack,Turkana Ethnic Militia (Kenya),,4,Civilians (Kenya),Pokot Ethnic Group (Kenya); Pastoralists (Kenya),Kenya,Baringo,Tiaty,Tangulbei,Salawa,0.7833,36.0333,Star (Kenya),"On 5 July 2020, two Pokot herders were injured after Turkana raiders attacked Atirir village near Salawa (Tiaty, Baringo).",0
KEN7430,25-Jun-20,2020,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Nandi,Nandi East,Nandi Hills,Nandi Hills,0.1066,35.1838,Kenya Standard; Citizen (Kenya); The Star (Kenya); Daily Nation (Kenya),"On 25 June 2020, a police officer fatally shot a man who intervened when a police officer demanded a bribe from a boda boda driver in Lessos near Nandi Hills (Nandi Hills, Nandi) for not wearing a face mask during the national coronavirus curfew.",1
KEN7429,21-Jun-20,2020,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Lamu,Lamu West,Bahari,Mpeketoni,-2.3899,40.6987,The Star (Kenya),"Around 21 June 2020 (as reported), a man was severely assaulted and injured by police in Mpeketoni (Lamu West, Lamu County) during the enforcement of the national coronavirus lockdown.",0
KEN7428,15-Jun-20,2020,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Kericho,Bureti,Litein,Litein,-0.5833,35.1833,Kenya Standard,"On 15 June 2020, two police officers severely assaulted and injured a man in Litein (Buret, Kericho) during the national coronavirus curfew.",0
KEN7421,14-Jun-20,2020,Violence against civilians,Sexual violence,Al Shabaab,,2,Civilians (Kenya),Women (Kenya),Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,The Star (Kenya),"On 14 June 2020, suspected Al Shabaab members raided a village in Fino near Mandera (Mandera East, Mandera) and sexually assaulted two young girls. [women targeted: girls]",0
KEN7416,8-Jun-20,2020,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,4,Civilians (Kenya),Rendilles Ethnic Group (Kenya); Taxi Drivers (Kenya); Students (Kenya),Kenya,Marsabit,Saku,Karare,Songa,2.2,37.9667,Daily Nation (Kenya); The Star (Kenya),"On 8 June 2020, 4 people, including a student and motor bike operator, were killed in a suspected tribal attack in Songa (Saku, Marsabit). All victims were from the Rendilles ethnic group.",4
KEN7409,7-Jun-20,2020,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Women (Kenya),Kenya,Narok,Narok North,Narok Town,Narok,-1.0783,35.8601,Citizen (Kenya); Daily Nation (Kenya); Kenya Standard; Media Max Network,"On 7 June 2020, a woman, accused of breaking into the house of a police officer, was dragged behind a motorcycle by policemen in Olenguruone in Narok county (Narok North, Narok).",0
KEN7415,7-Jun-20,2020,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,West Pokot,West Pokot,Mnagei,Makutano,1.2577,35.0927,Kenya Standard,"On 7 June 2020, a man, suspected of theft, was hospitalised after being shot by police with live ammunition in Makutano (Kapenguria, West Pokot) during the national coronavirus curfew.",0
KEN7392,1-Jun-20,2020,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Labour Group (Kenya),Kenya,Nairobi,Ruaraka,Utalii,Mathare,-1.2614,36.8608,Citizen (Kenya); Kenya Standard,"On 1 June 2020, police fatally shot a homeless man working at Marikiti market in Mathare (Mathare, Nairobi). The IPOA are currently investigating several cases of police brutality in Kenya during the national coronavirus lockdown.",1
KEN7400,31-May-20,2020,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Women (Kenya),Kenya,Makueni,Kibwezi West,Emali,Emali,-2.0807,37.4726,Citizen (Kenya),"On 31 May 2020, police fatally shot a woman at a roadblock in Emali (Makueni). The IPOA are currently investigating several cases of police brutality in Kenya during the national coronavirus lockdown.",1
KEN7407,31-May-20,2020,Violence against civilians,Sexual violence,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Women (Kenya); Prisoners (Kenya),Kenya,Embu,Manyatta,Ruguru-Ngandori,Manyatta,-0.4307,37.4803,Media Max Network,"On 31 May 2020, a police officer sexually assaulted a woman he was interrogating at the Manyatta Police Station (Manyatta, Embu).",0
KEN7399,30-May-20,2020,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Kwale,Matuga,Tsimba Golini,Kwale,-4.1738,39.4521,Citizen (Kenya),"On 30 May 2020, police fatally shot three family members in Kwale (Matuga, Kwale). The IPOA are currently investigating several cases of police brutality in Kenya during the national coronavirus lockdown.",3
KEN7396,29-May-20,2020,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Nandi,Chesumei,Chemundu,Kapsabet,0.2039,35.105,Citizen (Kenya),"On 29 May 2020, police fatally shot two people in Katanin Village near Kapsabet (Emgwen, Nandi). The IPOA are currently investigating several cases of police brutality in Kenya during the national coronavirus lockdown.",2
KEN7406,27-May-20,2020,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,Daily Nation (Kenya),"Around 27 May 2020 (week of), suspected police officers severely assaulted a man with batons in Nairobi (Starehe, Nairobi) during the national coronavirus curfew.",0
KEN7373,20-May-20,2020,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Labour Group (Kenya),Kenya,Kisumu,Kisumu Central,Railways,Kisumu,-0.1,34.75,Kenya Standard,"On 20 May 2020, a carpenter was assaulted and injured by police in Kisumu (Kisumu Central, Kisumu) for not wearing a mask during the national coronavirus curfew. He later succumbed from his injuries.",1
KEN7380,17-May-20,2020,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Prisoners (Kenya),Kenya,Laikipia,Laikipia North,Segera,Doldol,0.1817,37.0092,Daily Nation (Kenya),"On 17 May 2020, the father of a Lamu senator was shot by police at the Doldol Police Station (Laikipia North, Laikipia) after police arrested him for failing to wear a face mask during the national coronavirus curfew. The man was severely injured.",0
KEN7364,10-May-20,2020,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Bomet,Bomet East,Merigi,Bomet,-0.7833,35.35,Daily Nation (Kenya),"Around 10 May 2020 (as reported), police reportedly assaulted a man at Keliot village in the area of Bomet township (Bomet East, Bomet) when enforcing the national coronavirus curfew.",0
KEN7363,6-May-20,2020,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Bomet,Bomet East,Merigi,Bomet,-0.7833,35.35,Daily Nation (Kenya),"Around 6 May 2020 (week of), police reportedly assaulted a man with whips and blunt objects at Silibwet trading centre near Bomet (Bomet East, Bomet) during the enforcement of the coronavirus curfew.",0
KEN7404,4-May-20,2020,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Nairobi,Ruaraka,Utalii,Mathare,-1.2614,36.8608,Star (Kenya),"On 4 May 2020, a man was fatally assaulted by police in Mathare (Mathare, Nairobi), within the context of coronavirus measures.",1
KEN7372,3-May-20,2020,Violence against civilians,Sexual violence,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Men (Kenya); Prisoners (Kenya),Kenya,Nakuru,Nakuru North,Kabatini,Nakuru,-0.2441,36.142,Daily Nation (Kenya); Kenya Standard,"Around 3 May 2020 (week of), a police officer reportedly sexually assaulted a man, who he arrested, at the Nakuru Central Police Station (Nakuru Town East, Nakuru).",0
KEN9368,24-Apr-20,2020,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Taxi Drivers (Kenya),Kenya,Nairobi,Embakasi Central,Kayole South,Kayole,-1.2775,36.9129,Daily Nation (Kenya),"On 24 April 2020, unidentified individuals abducted two men and a driver (coded as taxi driver) in Kayole (Embakasi Central, Nairobi). They are yet to be found.",0
KEN7331,13-Apr-20,2020,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Journalists (Kenya),Kenya,Nyamira,Nyamira,Bogichora,Nyamira,-0.5666,34.9167,People Daily,"On 13 April 2020, ten men, armed with crude weapons, stormed the house of a People Daily journalist in Tente, near Nyamira (West Mugirango, Nyamira). Neighbours alerted police, one suspect arrested after neighbours caught and assaulted him. Reports indicate the ambush was over a news story involving political figures.",0
KEN7393,10-Apr-20,2020,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Nairobi,Kasarani,Ruai,Ruai,-1.2535,37.0077,Star (Kenya),"On 10 April 2020, a man was fatally assaulted by police in Ruai (Kasarani, Nairobi), within the context of coronavirus measures.",1
KEN7323,7-Apr-20,2020,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Street Traders (Kenya),Kenya,Kakamega,Mumias West,Mumias Central,Mumias,0.3351,34.4864,Daily Nation (Kenya),"On 7 April 2020, a trader was killed during a police operation in Mumias (Mumias West, Kakamega) after police used teargas to disperse a crowd during the national coronavirus curfew. Police are accused of beating traders.",1
