OBJECTID,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
2616,5729742,404,KEN5567,5567,03 July 2017,2017,1,Protests,Peaceful protest,Protesters (Kenya),Labour Group (Kenya),6,,,0,60,Eastern Africa,Kenya,Kiambu,Juja,Kalimoni,Juja,-1.1833,37.1167,1,Daily Nation (Kenya),National,"University workers go on strike and demonstrate at the main campuses of University of Nairobi, Maasai Mara University, Jomo Kenyatta University of Science at Technology in Juja, Technical University of Mombasa, Kisii University among others. The strike was over the perceived failure to implement a pact signed with the government in March which involved a pay rise for Kenya University Staff Union (Kusu) members.",0,1567450517,KEN
2619,5729750,404,KEN5571,5571,03 July 2017,2017,1,Protests,Peaceful protest,Protesters (Kenya),Labour Group (Kenya),6,,,0,60,Eastern Africa,Kenya,Narok,Narok North,Narok Town,Narok,-1.0783,35.8601,1,Daily Nation (Kenya),National,"University workers go on strike and demonstrate at the main campuses of University of Nairobi, Maasai Mara University, Jomo Kenyatta University of Science at Technology in Juja, Technical University of Mombasa, Kisii University among others. The strike was over the perceived failure to implement a pact signed with the government in March which involved a pay rise for Kenya University Staff Union (Kusu) members.",0,1567450517,KEN
2630,5758520,404,KEN5559,5559,27 June 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),,5,,,0,50,Eastern Africa,Kenya,Kiambu,Gatundu South,Kiamwangi,Gatundu,-1.05,36.9,1,Citizen (Kenya),National,"Residents of Handege shopping centre in Gatundu South, protested and blocked the Gatundu-Karinga -Flyover road demanding that speed bumps be erected.",0,1567462145,KEN
2632,6128267,404,KEN6515,6515,26 June 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),NASA: National Super Alliance; ODM: Orange Democratic Movement,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Siaya,Rarieda,West Asembo,Rarieda,-0.2,34.3333,1,Twitter,New media,ODM and NASA youths rioted at Raila Odinga's rally in Rarieda. The police dispersed the crowd with teargas. ,0,1571164643,KEN
2633,5273370,404,KEN5556,5556,25 June 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Tharaka-Nithi,Chuka,Karingani,Chuka,-0.3333,37.65,2,Daily Nation (Kenya),National,Residents in Tharaka-Nithi County set up road blocks on the Meru-Nairobi highway demanding that speed bumps be built after a boy was knocked down by a lorry on Monday. Police were deployed in the area to disperse the crowd,0,1618560923,KEN
2638,9154569,404,KEN6158,6158,24 June 2017,2017,1,Riots,Mob violence,Rioters (Kenya),Jubilee Party,5,Rioters (Kenya),KANU: Kenya African National Union,5,55,Eastern Africa,Kenya,Baringo,Baringo Central,Kabarnet,Kabarnet,0.4919,35.743,1,Star (Kenya),National,"Jubilee and KANU supporters clashed during a rally led by Uasin Gishu Governor Jackson Mandago in Kabarnet, Baringo on Saturday.",0,1650929911,KEN
2643,5273690,404,KEN6027,6027,22 June 2017,2017,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Uasin Gishu,Kapseret,Ngeria,Kiambaa,0.45,35.2833,1,Daily Nation (Kenya),National,200 survivors of the 2008 election violence in Kiambaa gathered to call on politicians to avoid hate speech in the election campaign.,0,1561469151,KEN
2648,5273363,404,KEN5548,5548,20 June 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Muranga,Kiharu,Township,Muranga,-0.7166,37.15,1,Star (Kenya),National,Residents protest over preparations for Uhuru visit to Murang'a. They blocked roads leading to the town on Tuesday morning and demanded to have the road reconstructed. Police intervened to stop the protest,0,1618560922,KEN
2650,5273361,404,KEN5546,5546,19 June 2017,2017,1,Riots,Mob violence,Rioters (Kenya),,5,Civilians (Kenya),Women (Kenya),7,57,Eastern Africa,Kenya,Samburu,Samburu Central,Maralal,Maralal,1.0968,36.698,1,Daily Nation (Kenya),National,Students from Kirimon Primary School in Samburu West Sub County attacked and injured three female teachers in protest against being punished by female teachers. The school was closed after the attack.,0,1618560922,KEN
2651,7211740,404,KEN5545,5545,19 June 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),Students (Kenya),5,Police Forces of Kenya (2013-),Civilians (Kenya); Women (Kenya); Teachers (Kenya),1,15,Eastern Africa,Kenya,Samburu,Samburu Central,Maralal,Maralal,1.0968,36.698,1,Daily Nation (Kenya),National,Students from Kirimon Primary School in Samburu West Sub County attacked and injured three female teachers in protest against being punished by female teachers. The school was closed after the attack. Police are injured when they try to rescue the besieged teachers.,0,1618560922,KEN
2654,5273357,404,KEN5542,5542,17 June 2017,2017,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kisumu,Muhoroni,Muhoroni Koru,Muhoroni,-0.15,35.2,1,Star (Kenya),National,Residents of Muhoroni took to the streets to protest against the candidature of former MP Ayiecho Olweny.,0,1618560922,KEN
2657,6127401,404,KEN6513,6513,16 June 2017,2017,2,Riots,Violent demonstration,Rioters (Kenya),,5,,,0,50,Eastern Africa,Kenya,Kitui,Kitui Central,Township,Kitui,-1.3667,38.0167,1,Twitter,New media,Youth in Kitui were injured in a riot for cash thrown by politicians at a rally. ,0,1571164642,KEN
2661,5273687,404,KEN6024,6024,13 June 2017,2017,2,Riots,Violent demonstration,Rioters (Kenya),,5,,,0,50,Eastern Africa,Kenya,Elgeyo Marakwet,Keiyo North,Kapchemutwa,Iten,0.6702,35.5077,1,Daily Nation (Kenya),National,Supporters of an independent candidate rioted in Iten prior to the arrival of Kenyatta for a political rally.,0,1618560963,KEN
2663,9154441,404,KEN5538,5538,13 June 2017,2017,1,Riots,Mob violence,Rioters (Kenya),Jubilee Party,5,Rioters (Kenya),KANU: Kenya African National Union,5,55,Eastern Africa,Kenya,West Pokot,West Pokot,Mnagei,Makutano,1.2577,35.0927,1,Daily Nation (Kenya),National,"Kanu and Jubilee supporters have clashed in Makutano town in Kapenguria, West Pokot ahead of President Uhuru Kenyatta's visit later today. One person has been injured and rushed to hospital. Police intervened to disperse the crowd.",0,1650929910,KEN
2671,5273351,404,KEN5534,5534,10 June 2017,2017,1,Riots,Mob violence,Rioters (Kenya),,5,Civilians (Kenya),Government of Kenya (2013-),7,57,Eastern Africa,Kenya,Kisumu,Nyando,Ahero,Ahero,-0.1833,34.9166,1,Daily Nation (Kenya),National,"Youths tried to attack Nyando MP Fred Outa at a funeral on Saturday.Some of the locals started heckling speakers, demanding that Governor Jack Ranguma addresses the ceremony in Ahero.",0,1561469151,KEN
2678,4727340,404,KEN6023,6023,06 June 2017,2017,2,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Baringo,Koibatek,Ravine,Eldama Ravine,0.052,35.731,1,Kenya Standard,National,The inhabitants of Eldama Ravine attacked 2 teenage boys and a man who they accused of stealing cattle. One of the boys was lynched and the others were severely injured.,1,1618560963,KEN
2680,5273347,404,KEN5529,5529,06 June 2017,2017,1,Protests,Peaceful protest,Protesters (Kenya),Health Workers (Kenya),6,,,0,60,Eastern Africa,Kenya,Taita Taveta,Voi,Mbololo,Voi,-3.3961,38.5561,1,Daily Nation (Kenya),National,Nurses protested at the County Referral Hospital in Voi. Wards remained deserted as patients were collected by relatives.,0,1618560921,KEN
2685,5273338,404,KEN5519,5519,04 June 2017,2017,2,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Nyeri,Mathira East,Karatina Town,Karatina,-0.4817,37.1251,1,Daily Nation (Kenya),National,"President Kenyatta's convoy faced protests by youth supporting independent candidates in Karatina, Othaya and Nyeri towns.",0,1618560920,KEN
2686,9154420,404,KEN5518,5518,04 June 2017,2017,1,Protests,Peaceful protest,Protesters (Kenya),Jubilee Party,6,,,0,60,Eastern Africa,Kenya,Nakuru,Gilgil,Gilgil,Gilgil,-0.4897,36.312,1,Daily Nation (Kenya),National,Dissenting supporters of the Jubilee coalition protested against President Uhuru Kenyatta and his deputy William Ruto over their interference in local intra-Jubilee electoral contests,0,1650929910,KEN
2687,9154454,404,KEN6022,6022,04 June 2017,2017,1,Riots,Mob violence,Rioters (Kenya),Jubilee Party,5,Rioters (Kenya),NASA: National Super Alliance,5,55,Eastern Africa,Kenya,Nandi,Chesumei,Chemundu,Kapsabet,0.2039,35.105,1,Daily Nation (Kenya),National,Jubilee and NASA supporters clashed at a rally in Kapsabet.,0,1650929910,KEN
2690,5273343,404,KEN5523,5523,02 June 2017,2017,2,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Nyeri,Nyeri South,Karima,Othaya,-0.5666,36.95,1,Daily Nation (Kenya),National,"President Kenyatta's convoy faced protests by youth supporting independent candidates in Karatina, Othaya and Nyeri towns",0,1618560921,KEN
2691,9154446,404,KEN5522,5522,02 June 2017,2017,2,Protests,Peaceful protest,Protesters (Kenya),Jubilee Party,6,,,0,60,Eastern Africa,Kenya,Nyandarua,Olkalou,Kaimbaga,Ol Kalou,-0.2709,36.3792,1,Daily Nation (Kenya),National,"Silent protests against Kenyatta and Ruto over the results of the Jubilee primaries. In Ol Kalou in Nyandarua County, hundreds of residents carried Wanjiku Muhia's banners.",0,1650929910,KEN
2703,6129429,404,KEN6510,6510,28 May 2017,2017,2,Riots,Violent demonstration,Rioters (Kenya),,5,Civilians (Kenya),Students (Kenya),7,57,Eastern Africa,Kenya,Siaya,Ugenya,East Ugenya,Bondo,0.2386,34.2694,1,Twitter,New media,1 student was killed and scores of students were injured when a fire broke out at a school in Bondo. The fire is believed to be linked to election-based protests that had broken out in the school some weeks previously. ,1,1571164645,KEN
2708,9154463,404,KEN5507,5507,26 May 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),Jubilee Party,5,,,0,50,Eastern Africa,Kenya,Kisumu,Muhoroni,Muhoroni Koru,Muhoroni,-0.15,35.2,1,Kenya Standard,National,"Violence broke out as hundreds of K'Oyoo's supporters, lit twigs and blocked roads to protest the absence of his name as a candidate on the Independent Electoral and Boundaries Commission (IEBC)s.",0,1650929911,KEN
2710,5273685,404,KEN6021,6021,25 May 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Homa Bay,Kasipul,West Kamagak,Oyugis,-0.509,34.7358,1,Daily Nation (Kenya),National,Youth in Oyugis rioted at the campaign rally of the Homa Bay governor. The police dispersed the crowd with teargas.,0,1618560963,KEN
2711,9154455,404,KEN5503,5503,25 May 2017,2017,1,Protests,Excessive force against protesters,Rioters (Kenya),,5,Protesters (Kenya),Jubilee Party,6,56,Eastern Africa,Kenya,Tharaka-Nithi,Tharaka South,Marimanti,Kathwana,-0.1282,37.9358,1,Daily Nation (Kenya),National,Two people were injured after supporters of Tharaka-Nithi Governor Samuel Ragwa and Chuka/Igambang'ombe MP Muthomi Njuki clashed at Marimanti town. The group supporting MP Muthomi marched on the highway waving placards against Governor Ragwa. The group supporting Mr Ragwa ran after the other group hurling stones.,0,1650929910,KEN
2715,7687821,404,KEN5498,5498,24 May 2017,2017,1,Protests,Peaceful protest,Protesters (Kenya),Women (Kenya),6,,,0,60,Eastern Africa,Kenya,Nakuru,Nakuru North,Kabatini,Nakuru,-0.2441,36.142,1,Daily Nation (Kenya),National,Women protest demanding a man accused of sodomising local children be convicted and jailed.,0,1618560919,KEN
2720,9154464,404,KEN5496,5496,23 May 2017,2017,1,Protests,Peaceful protest,Protesters (Kenya),Jubilee Party,6,,,0,60,Eastern Africa,Kenya,Kericho,Ainamoi,Kipchebor,Kericho,-0.3677,35.2831,1,Kenya Standard,National,Presiding Officers (POs) and clerks who oversaw Jubilee party's primaries took to the streets of Kericho town to protest the party's bureaucracy and delays in paying them their salaries.,0,1650929911,KEN
2724,6127389,404,KEN6508,6508,22 May 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Kisumu,Kisumu West,Central Kisumu,Kogony,-0.0833,34.7167,2,Twitter,New media,"Angry villagers in Korando, Kisumu West, rioted when police tried to exhume the body of a man involved in a land dispute. ",0,1571164642,KEN
2725,9154398,404,KEN5491,5491,20 May 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),Jubilee Party; PDR: Party of Development and Reforms,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Isiolo,Isiolo,Bula Pesa,Isiolo,0.3546,37.5822,1,Daily Nation (Kenya),National,"Supporters of Isiolo Governor Godana Doyo (Party for Development and Reforms - PDR), Senator Mohammed Kuti (Independent) and Abdul Bahari (Jubilee) hurled stones at each other ahead of President Uhuru Kenyatta's political rally. A Jubilee supporter was shot dead by the police when a Jubilee rally in Isiolo turned violent.",1,1650929910,KEN
2728,5273314,404,KEN5492,5492,19 May 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),,5,,,0,50,Eastern Africa,Kenya,Baringo,Tiaty,Churo,Churo Village,0.8333,36.3333,1,Kenya Standard,National,"Residents blocked Churo-Loruk road to register their disappointment with the police after Churo Amaiya MCA Thomas Minito was found dead on 19 May 2017. Residents armed with crude weapons kicked out journalists who had visited MCA Minito's home, accusing the media of not vibrantly publishing issues that affect the Pokot community such as insecurity and killings of leaders and civilians. They also torched a neighbour's house while protesting the death of MCA Thomas Munito.",0,1618560918,KEN
2730,9154470,404,KEN5490,5490,19 May 2017,2017,1,Protests,Peaceful protest,Protesters (Kenya),Jubilee Party,6,,,0,60,Eastern Africa,Kenya,Kirinyaga,Kirinyaga South,Nyangati,Kutu,-0.5672,37.3247,1,Kenya Standard,National,"Scores of residents took to the streets in support of area Jubilee gubernatorial candidate, Anne Waiguru, from claims that she was involved in the NYS scandal. The residents, who held a peaceful demonstration in Kutus town, accused MPs who want Waiguru barred from vying for the seat in August of having a sinister agenda. Led by the county Jubilee interim committee treasurer, Rose Njeru, the protestors warned that they would disrupt polls in the county if Waiguru was barred.",0,1650929911,KEN
2733,5273311,404,KEN5483,5483,18 May 2017,2017,1,Riots,Mob violence,Rioters (Kenya),,5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Tharaka-Nithi,Tharaka South,Marimanti,Kathwana,-0.1282,37.9358,1,Daily Nation (Kenya),National,Riots in Tharaka-Nithi lead to Tigania West deputy county commissioner Alfred Makau getting hit by a stone,0,1618560917,KEN
2734,5273684,404,KEN6017,6017,18 May 2017,2017,1,Riots,Mob violence,Rioters (Kenya),Government of Kenya (2013-),5,Civilians (Kenya),Government of Kenya (2013-),7,57,Eastern Africa,Kenya,Turkana,Turkana Central,Lodwar Township,Lodwar,3.1191,35.5973,1,Daily Nation (Kenya),National,"Ward representatives in Turkana, who were angry about the dispersal of funds, rioted and locked the civil servants out of the Turkana government offices.",0,1618560963,KEN
2737,5273308,404,KEN5478,5478,17 May 2017,2017,1,Riots,Mob violence,Rioters (Kenya),ODM: Orange Democratic Movement,5,Rioters (Kenya),ODM: Orange Democratic Movement,5,55,Eastern Africa,Kenya,Homa Bay,Karachuonyo,Kendu Bay Town,Kendu Bay,-0.3589,34.6492,1,Daily Nation (Kenya),National,"In Homa Bay County, two youths were seriously injured in Kendu Bay town after supporters of governor Cyprian Awiti and those of Kasipul MP Oyugi Magwanga clashed. Four youths were arrested.",0,1618560917,KEN
2745,4733050,404,KEN5473,5473,15 May 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Taita Taveta,Voi,Mbololo,Voi,-3.3961,38.5561,1,Daily Nation (Kenya),National,"Angry youth on Monday blocked the busy Nairobi-Mombasa highway at Caltex area in Voi, Taita Taveta County protesting against unemployment at the Standard Gauge Railway Site at Kasarani area. They burnt tires along the highway. Police intervened to disperse them and arrested seven. The demonstration halted traffic flow along the busy highway forcing motorists delay their journey for hours.",0,1618560917,KEN
2752,4733647,404,KEN5462,5462,13 May 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Nairobi,Kasarani,Ruai,Ruai,-1.2535,37.0077,1,Daily Nation (Kenya),National,Police use live bullets against rioters barricading the road in the Fly Over area (Ruai) in the outskirts of Nairobi. A person is killed in the cross fire.,1,1552576894,KEN
2753,5273294,404,KEN5461,5461,13 May 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),NASA: National Super Alliance,5,,,0,50,Eastern Africa,Kenya,Kakamega,Mumias West,Mumias Central,Mumias,0.3351,34.4864,1,Daily Nation (Kenya),National,"Youth in Mumias on Saturday afternoon took to the streets burning Jubilee T-shirts and other campaign material while chanting pro-Nasa slogans moments after Deputy President William Ruto toured the region.The protests came a few minutes after Mr Ruto had finished addressing hundreds of residents in Bomani in Mumias. The rowdy youth, who went about harassing anyone wearing Jubilee regalia, termed the region a Nasa zone.The demonstrators blamed the Jubilee government for the high cost of living and the woes facing Mumias Sugar Company.",0,1561469151,KEN
